"customer_key","product_key","sales_territory_key","order_date","order_year","order_quarter","order_month","order_month_name","gender","occupation","annual_income","product_name","product_sku","category_name","subcategory_name","country","region","continent","order_quantity","unit_cost","unit_price","revenue","total_price","profit"
"14927","312","8","2020-05-18 00:00:00.000","2020","2","5","May","F","Clerical","30000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14838","311","8","2020-05-18 00:00:00.000","2020","2","5","May","M","Clerical","30000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20613","311","9","2020-05-18 00:00:00.000","2020","2","5","May","F","Management","110000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20034","345","6","2020-05-18 00:00:00.000","2020","2","5","May","M","Professional","70000","Mountain-100 Silver, 42","BK-M82S-42","Bikes","Mountain Bikes","Canada","Canada","North America","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"14896","324","4","2020-05-19 00:00:00.000","2020","2","5","May","F","Clerical","40000","Road-650 Red, 62","BK-R50R-62","Bikes","Road Bikes","United States","Southwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"12000","347","9","2020-05-19 00:00:00.000","2020","2","5","May","F","Professional","70000","Mountain-100 Silver, 48","BK-M82S-48","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"14940","313","8","2020-05-19 00:00:00.000","2020","2","5","May","F","Clerical","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11998","350","9","2020-05-19 00:00:00.000","2020","2","5","May","F","Skilled Manual","60000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"14882","334","4","2020-05-19 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-650 Black, 60","BK-R50B-60","Bikes","Road Bikes","United States","Southwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"12143","314","1","2020-05-19 00:00:00.000","2020","2","5","May","M","Management","100000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"15652","314","10","2020-05-20 00:00:00.000","2020","2","5","May","F","Clerical","30000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United Kingdom","United Kingdom","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12096","310","4","2020-05-20 00:00:00.000","2020","2","5","May","F","Management","60000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14939","313","8","2020-05-20 00:00:00.000","2020","2","5","May","M","Clerical","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20451","312","9","2020-05-20 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12082","311","4","2020-05-20 00:00:00.000","2020","2","5","May","F","Management","70000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11992","346","9","2020-05-20 00:00:00.000","2020","2","5","May","F","Skilled Manual","60000","Mountain-100 Silver, 44","BK-M82S-44","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"20445","313","9","2020-05-21 00:00:00.000","2020","2","5","May","F","Skilled Manual","80000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12160","313","1","2020-05-21 00:00:00.000","2020","2","5","May","F","Professional","90000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12108","310","1","2020-05-21 00:00:00.000","2020","2","5","May","M","Professional","60000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26075","348","1","2020-05-21 00:00:00.000","2020","2","5","May","F","Professional","90000","Mountain-100 Black, 38","BK-M82B-38","Bikes","Mountain Bikes","United States","Northwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"12834","310","7","2020-05-21 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","France","France","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12025","313","1","2020-05-21 00:00:00.000","2020","2","5","May","M","Skilled Manual","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"28491","350","7","2020-05-22 00:00:00.000","2020","2","5","May","F","Manual","20000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","France","France","Europe","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"20448","314","9","2020-05-22 00:00:00.000","2020","2","5","May","NA","Skilled Manual","80000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11934","312","1","2020-05-22 00:00:00.000","2020","2","5","May","M","Clerical","40000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20615","311","9","2020-05-22 00:00:00.000","2020","2","5","May","F","Management","110000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20425","314","9","2020-05-22 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12116","311","1","2020-05-23 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20612","311","9","2020-05-23 00:00:00.000","2020","2","5","May","M","Management","110000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12172","313","4","2020-05-23 00:00:00.000","2020","2","5","May","M","Management","130000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20450","313","9","2020-05-23 00:00:00.000","2020","2","5","May","M","Professional","70000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26070","350","4","2020-05-23 00:00:00.000","2020","2","5","May","M","Professional","90000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"24309","312","6","2020-05-23 00:00:00.000","2020","2","5","May","M","Professional","50000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Canada","Canada","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26060","351","4","2020-05-23 00:00:00.000","2020","2","5","May","M","Management","130000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"19482","322","8","2020-05-24 00:00:00.000","2020","2","5","May","M","Clerical","30000","Road-650 Red, 60","BK-R50R-60","Bikes","Road Bikes","Germany","Germany","Europe","1","413.15","699.1","699.1","413.15","285.95"
"26057","347","4","2020-05-24 00:00:00.000","2020","2","5","May","M","Management","110000","Mountain-100 Silver, 48","BK-M82S-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"19496","326","8","2020-05-24 00:00:00.000","2020","2","5","May","M","Clerical","30000","Road-650 Red, 44","BK-R50R-44","Bikes","Road Bikes","Germany","Germany","Europe","1","413.15","699.1","699.1","413.15","285.95"
"26058","345","4","2020-05-24 00:00:00.000","2020","2","5","May","F","Management","120000","Mountain-100 Silver, 42","BK-M82S-42","Bikes","Mountain Bikes","United States","Southwest","North America","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"12155","312","1","2020-05-24 00:00:00.000","2020","2","5","May","F","Professional","80000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12005","346","9","2020-05-24 00:00:00.000","2020","2","5","May","M","Skilled Manual","60000","Mountain-100 Silver, 44","BK-M82S-44","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"12121","311","1","2020-05-24 00:00:00.000","2020","2","5","May","M","Professional","60000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26093","351","4","2020-05-24 00:00:00.000","2020","2","5","May","F","Professional","60000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"12075","313","1","2020-05-25 00:00:00.000","2020","2","5","May","M","Management","60000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"18175","338","7","2020-05-25 00:00:00.000","2020","2","5","May","F","Management","90000","Road-650 Black, 44","BK-R50B-44","Bikes","Road Bikes","France","France","Europe","1","413.15","699.1","699.1","413.15","285.95"
"26066","351","4","2020-05-25 00:00:00.000","2020","2","5","May","F","Professional","70000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"12059","311","1","2020-05-25 00:00:00.000","2020","2","5","May","M","Management","130000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20418","313","9","2020-05-25 00:00:00.000","2020","2","5","May","M","Clerical","30000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20258","313","9","2020-05-25 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14951","311","8","2020-05-25 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12026","312","4","2020-05-25 00:00:00.000","2020","2","5","May","M","Skilled Manual","40000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11986","345","9","2020-05-25 00:00:00.000","2020","2","5","May","M","Professional","70000","Mountain-100 Silver, 42","BK-M82S-42","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"20264","314","9","2020-05-26 00:00:00.000","2020","2","5","May","M","Skilled Manual","60000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20452","314","9","2020-05-26 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12033","313","1","2020-05-26 00:00:00.000","2020","2","5","May","F","Skilled Manual","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12071","314","4","2020-05-26 00:00:00.000","2020","2","5","May","M","Management","70000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12170","314","4","2020-05-26 00:00:00.000","2020","2","5","May","F","Management","130000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12002","350","9","2020-05-27 00:00:00.000","2020","2","5","May","F","Professional","70000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"14952","311","8","2020-05-27 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12083","310","1","2020-05-27 00:00:00.000","2020","2","5","May","F","Management","70000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12817","313","7","2020-05-27 00:00:00.000","2020","2","5","May","M","Manual","10000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","France","France","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"25922","340","9","2020-05-27 00:00:00.000","2020","2","5","May","F","Clerical","30000","Road-650 Black, 48","BK-R50B-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","413.15","699.1","699.1","413.15","285.95"
"20609","310","9","2020-05-28 00:00:00.000","2020","2","5","May","M","Management","100000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11994","350","9","2020-05-28 00:00:00.000","2020","2","5","May","F","Management","110000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"20427","314","9","2020-05-28 00:00:00.000","2020","2","5","May","M","Skilled Manual","40000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"25938","336","9","2020-05-28 00:00:00.000","2020","2","5","May","M","Clerical","30000","Road-650 Black, 62","BK-R50B-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","413.15","699.1","699.1","413.15","285.95"
"12164","311","4","2020-05-28 00:00:00.000","2020","2","5","May","M","Management","150000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12841","314","7","2020-05-29 00:00:00.000","2020","2","5","May","F","Clerical","30000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","France","France","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26083","351","4","2020-05-30 00:00:00.000","2020","2","5","May","F","Professional","150000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"12112","312","4","2020-05-30 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20444","312","9","2020-05-30 00:00:00.000","2020","2","5","May","F","Skilled Manual","80000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12142","311","1","2020-05-30 00:00:00.000","2020","2","5","May","F","Management","100000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12078","313","1","2020-05-30 00:00:00.000","2020","2","5","May","M","Management","60000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12153","314","4","2020-05-30 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14884","334","4","2020-05-30 00:00:00.000","2020","2","5","May","F","Skilled Manual","30000","Road-650 Black, 60","BK-R50B-60","Bikes","Road Bikes","United States","Southwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"12103","311","4","2020-05-31 00:00:00.000","2020","2","5","May","F","Professional","70000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14894","330","1","2020-05-31 00:00:00.000","2020","2","5","May","M","Clerical","40000","Road-650 Red, 52","BK-R50R-52","Bikes","Road Bikes","United States","Northwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"26084","351","4","2020-05-31 00:00:00.000","2020","2","5","May","M","Management","160000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","United States","Southwest","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"15695","314","10","2020-06-01 00:00:00.000","2020","2","6","June","M","Professional","150000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United Kingdom","United Kingdom","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20995","312","9","2020-06-01 00:00:00.000","2020","2","6","June","M","Clerical","20000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12440","313","4","2020-06-01 00:00:00.000","2020","2","6","June","M","Clerical","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"13537","313","7","2020-06-01 00:00:00.000","2020","2","6","June","F","Manual","10000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","France","France","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12442","311","4","2020-06-02 00:00:00.000","2020","2","6","June","F","Clerical","40000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20994","310","9","2020-06-02 00:00:00.000","2020","2","6","June","F","Clerical","20000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"11496","346","10","2020-06-02 00:00:00.000","2020","2","6","June","M","Clerical","40000","Mountain-100 Silver, 44","BK-M82S-44","Bikes","Mountain Bikes","United Kingdom","United Kingdom","Europe","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"20992","311","9","2020-06-02 00:00:00.000","2020","2","6","June","M","Clerical","20000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20820","314","9","2020-06-02 00:00:00.000","2020","2","6","June","F","Clerical","20000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20616","313","9","2020-06-02 00:00:00.000","2020","2","6","June","F","Professional","120000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"27014","328","6","2020-06-02 00:00:00.000","2020","2","6","June","M","Skilled Manual","80000","Road-650 Red, 48","BK-R50R-48","Bikes","Road Bikes","Canada","Canada","North America","1","413.15","699.1","699.1","413.15","285.95"
"20987","314","9","2020-06-02 00:00:00.000","2020","2","6","June","M","Manual","10000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20993","310","9","2020-06-02 00:00:00.000","2020","2","6","June","M","Clerical","20000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"14990","314","8","2020-06-02 00:00:00.000","2020","2","6","June","M","Clerical","30000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"15055","314","8","2020-06-02 00:00:00.000","2020","2","6","June","M","Manual","20000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"15692","312","10","2020-06-02 00:00:00.000","2020","2","6","June","M","Professional","90000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United Kingdom","United Kingdom","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"27026","342","6","2020-06-03 00:00:00.000","2020","2","6","June","M","Clerical","30000","Road-650 Black, 52","BK-R50B-52","Bikes","Road Bikes","Canada","Canada","North America","1","413.15","699.1","699.1","413.15","285.95"
"12779","312","1","2020-06-03 00:00:00.000","2020","2","6","June","M","Clerical","40000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12011","351","9","2020-06-03 00:00:00.000","2020","2","6","June","F","Clerical","30000","Mountain-100 Black, 48","BK-M82B-48","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"20075","346","6","2020-06-04 00:00:00.000","2020","2","6","June","M","Manual","10000","Mountain-100 Silver, 44","BK-M82S-44","Bikes","Mountain Bikes","Canada","Canada","North America","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"15006","338","4","2020-06-04 00:00:00.000","2020","2","6","June","F","Skilled Manual","70000","Road-650 Black, 44","BK-R50B-44","Bikes","Road Bikes","United States","Southwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"24661","314","6","2020-06-04 00:00:00.000","2020","2","6","June","F","Management","70000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","Canada","Canada","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20819","310","9","2020-06-04 00:00:00.000","2020","2","6","June","M","Clerical","20000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"24493","311","6","2020-06-04 00:00:00.000","2020","2","6","June","M","Skilled Manual","30000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Canada","Canada","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"15073","313","8","2020-06-04 00:00:00.000","2020","2","6","June","F","Clerical","30000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Germany","Germany","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20988","312","9","2020-06-05 00:00:00.000","2020","2","6","June","F","Manual","10000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12021","344","9","2020-06-05 00:00:00.000","2020","2","6","June","F","Skilled Manual","10000","Mountain-100 Silver, 38","BK-M82S-38","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"13511","313","7","2020-06-05 00:00:00.000","2020","2","6","June","M","Manual","10000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","France","France","Europe","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12181","313","4","2020-06-05 00:00:00.000","2020","2","6","June","F","Management","130000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"25949","336","9","2020-06-05 00:00:00.000","2020","2","6","June","F","Clerical","40000","Road-650 Black, 62","BK-R50B-62","Bikes","Road Bikes","Australia","Australia","Pacific","1","413.15","699.1","699.1","413.15","285.95"
"12441","314","4","2020-06-05 00:00:00.000","2020","2","6","June","M","Clerical","40000","Road-150 Red, 56","BK-R93R-56","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"26107","344","4","2020-06-06 00:00:00.000","2020","2","6","June","F","Management","130000","Mountain-100 Silver, 38","BK-M82S-38","Bikes","Mountain Bikes","United States","Southwest","North America","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"20629","311","9","2020-06-06 00:00:00.000","2020","2","6","June","F","Professional","120000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12435","312","4","2020-06-06 00:00:00.000","2020","2","6","June","F","Clerical","40000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20182","350","6","2020-06-06 00:00:00.000","2020","2","6","June","F","Skilled Manual","70000","Mountain-100 Black, 44","BK-M82B-44","Bikes","Mountain Bikes","Canada","Canada","North America","1","1898.09","3374.99","3374.99","1898.09","1476.9"
"24496","313","6","2020-06-06 00:00:00.000","2020","2","6","June","F","Skilled Manual","40000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Canada","Canada","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12884","311","4","2020-06-06 00:00:00.000","2020","2","6","June","F","Skilled Manual","60000","Road-150 Red, 44","BK-R93R-44","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12362","313","4","2020-06-06 00:00:00.000","2020","2","6","June","M","Management","90000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","United States","Southwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"15016","342","4","2020-06-07 00:00:00.000","2020","2","6","June","M","Clerical","40000","Road-650 Black, 52","BK-R50B-52","Bikes","Road Bikes","United States","Southwest","North America","1","413.15","699.1","699.1","413.15","285.95"
"11428","345","8","2020-06-07 00:00:00.000","2020","2","6","June","F","Management","120000","Mountain-100 Silver, 42","BK-M82S-42","Bikes","Mountain Bikes","Germany","Germany","Europe","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"12337","347","9","2020-06-07 00:00:00.000","2020","2","6","June","M","Professional","70000","Mountain-100 Silver, 48","BK-M82S-48","Bikes","Mountain Bikes","Australia","Australia","Pacific","1","1912.15","3399.99","3399.99","1912.15","1487.84"
"20991","312","9","2020-06-07 00:00:00.000","2020","2","6","June","M","Manual","10000","Road-150 Red, 48","BK-R93R-48","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"20996","313","9","2020-06-07 00:00:00.000","2020","2","6","June","M","Clerical","20000","Road-150 Red, 52","BK-R93R-52","Bikes","Road Bikes","Australia","Australia","Pacific","1","2171.29","3578.27","3578.27","2171.29","1406.98"
"12901","310","1","2020-06-07 00:00:00.000","2020","2","6","June","M","Skilled Manual","50000","Road-150 Red, 62","BK-R93R-62","Bikes","Road Bikes","United States","Northwest","North America","1","2171.29","3578.27","3578.27","2171.29","1406.98"
